Date                	Time                	Reading             	Alarm               	
7/6/2017            	8:56:55 PM          	59.920 °C           	                    	
7/6/2017            	8:57:05 PM          	59.924 °C           	                    	
7/6/2017            	8:57:18 PM          	59.931 °C           	                    	
7/6/2017            	8:57:25 PM          	59.932 °C           	                    	
7/6/2017            	8:57:35 PM          	59.930 °C           	                    	
7/6/2017            	8:57:45 PM          	59.930 °C           	                    	
7/6/2017            	8:57:58 PM          	59.931 °C           	                    	
7/6/2017            	8:58:05 PM          	59.928 °C           	                    	
7/6/2017            	8:58:15 PM          	59.924 °C           	                    	
7/6/2017            	8:58:25 PM          	59.921 °C           	                    	
7/6/2017            	8:58:38 PM          	59.923 °C           	                    	
7/6/2017            	8:58:45 PM          	59.922 °C           	                    	
7/6/2017            	8:58:55 PM          	59.922 °C           	                    	
7/6/2017            	8:59:05 PM          	59.918 °C           	                    	
7/6/2017            	8:59:18 PM          	59.916 °C           	                    	
7/6/2017            	8:59:25 PM          	59.914 °C           	                    	
7/6/2017            	8:59:35 PM          	59.916 °C           	                    	
7/6/2017            	8:59:45 PM          	59.915 °C           	                    	
7/6/2017            	9:00:05 PM          	59.908 °C           	                    	
7/6/2017            	9:00:15 PM          	59.909 °C           	                    	
7/6/2017            	9:00:25 PM          	59.913 °C           	                    	
7/6/2017            	9:00:39 PM          	59.922 °C           	                    	
7/6/2017            	9:00:45 PM          	59.926 °C           	                    	
7/6/2017            	9:00:55 PM          	59.930 °C           	                    	
7/6/2017            	9:01:05 PM          	59.937 °C           	                    	
7/6/2017            	9:01:19 PM          	59.941 °C           	                    	
7/6/2017            	9:01:25 PM          	59.945 °C           	                    	
7/6/2017            	9:01:35 PM          	59.944 °C           	                    	
7/6/2017            	9:01:45 PM          	59.944 °C           	                    	
7/6/2017            	9:01:59 PM          	59.943 °C           	                    	
7/6/2017            	9:02:05 PM          	59.941 °C           	                    	
7/6/2017            	9:02:15 PM          	59.936 °C           	                    	
7/6/2017            	9:02:25 PM          	59.934 °C           	                    	
7/6/2017            	9:02:35 PM          	59.935 °C           	                    	
7/6/2017            	9:02:45 PM          	59.932 °C           	                    	
7/6/2017            	9:02:55 PM          	59.932 °C           	                    	
7/6/2017            	9:03:06 PM          	59.935 °C           	                    	
7/6/2017            	9:03:15 PM          	59.936 °C           	                    	
7/6/2017            	9:03:25 PM          	59.938 °C           	                    	
7/6/2017            	9:03:35 PM          	59.934 °C           	                    	
7/6/2017            	9:03:46 PM          	59.932 °C           	                    	
7/6/2017            	9:03:55 PM          	59.932 °C           	                    	
7/6/2017            	9:04:05 PM          	59.931 °C           	                    	
7/6/2017            	9:04:15 PM          	59.929 °C           	                    	
7/6/2017            	9:04:26 PM          	59.933 °C           	                    	
7/6/2017            	9:04:35 PM          	59.929 °C           	                    	
7/6/2017            	9:04:45 PM          	59.931 °C           	                    	
7/6/2017            	9:04:55 PM          	59.933 °C           	                    	
7/6/2017            	9:05:06 PM          	59.934 °C           	                    	
7/6/2017            	9:05:15 PM          	59.930 °C           	                    	
7/6/2017            	9:05:25 PM          	59.930 °C           	                    	
7/6/2017            	9:05:35 PM          	59.933 °C           	                    	
7/6/2017            	9:05:46 PM          	59.934 °C           	                    	
7/6/2017            	9:05:55 PM          	59.931 °C           	                    	
7/6/2017            	9:06:05 PM          	59.924 °C           	                    	
7/6/2017            	9:06:15 PM          	59.924 °C           	                    	
7/6/2017            	9:06:26 PM          	59.923 °C           	                    	
7/6/2017            	9:06:35 PM          	59.926 °C           	                    	
7/6/2017            	9:06:45 PM          	59.930 °C           	                    	
7/6/2017            	9:06:55 PM          	59.930 °C           	                    	
7/6/2017            	9:07:07 PM          	59.929 °C           	                    	
7/6/2017            	9:07:15 PM          	59.930 °C           	                    	
7/6/2017            	9:07:25 PM          	59.931 °C           	                    	
7/6/2017            	9:07:35 PM          	59.933 °C           	                    	
7/6/2017            	9:07:47 PM          	59.936 °C           	                    	
7/6/2017            	9:07:56 PM          	59.938 °C           	                    	
7/6/2017            	9:08:05 PM          	59.936 °C           	                    	
7/6/2017            	9:08:15 PM          	59.938 °C           	                    	
7/6/2017            	9:08:27 PM          	59.935 °C           	                    	
7/6/2017            	9:08:35 PM          	59.938 °C           	                    	
7/6/2017            	9:08:45 PM          	59.940 °C           	                    	
7/6/2017            	9:08:55 PM          	59.940 °C           	                    	
7/6/2017            	9:09:07 PM          	59.937 °C           	                    	
7/6/2017            	9:09:15 PM          	59.938 °C           	                    	
7/6/2017            	9:09:25 PM          	59.938 °C           	                    	
7/6/2017            	9:09:35 PM          	59.933 °C           	                    	
7/6/2017            	9:09:47 PM          	59.928 °C           	                    	
7/6/2017            	9:09:55 PM          	59.930 °C           	                    	
7/6/2017            	9:10:05 PM          	59.931 °C           	                    	
7/6/2017            	9:10:15 PM          	59.932 °C           	                    	
7/6/2017            	9:10:27 PM          	59.933 °C           	                    	
7/6/2017            	9:10:35 PM          	59.931 °C           	                    	
7/6/2017            	9:10:45 PM          	59.932 °C           	                    	
7/6/2017            	9:10:55 PM          	59.934 °C           	                    	
7/6/2017            	9:11:07 PM          	59.932 °C           	                    	
7/6/2017            	9:11:15 PM          	59.925 °C           	                    	
7/6/2017            	9:11:25 PM          	59.922 °C           	                    	
7/6/2017            	9:11:35 PM          	59.922 °C           	                    	
7/6/2017            	9:11:47 PM          	59.928 °C           	                    	
7/6/2017            	9:11:55 PM          	59.927 °C           	                    	
7/6/2017            	9:12:05 PM          	59.929 °C           	                    	
7/6/2017            	9:12:15 PM          	59.930 °C           	                    	
7/6/2017            	9:12:27 PM          	59.931 °C           	                    	
7/6/2017            	9:12:35 PM          	59.930 °C           	                    	
7/6/2017            	9:12:45 PM          	59.932 °C           	                    	
7/6/2017            	9:12:55 PM          	59.930 °C           	                    	
7/6/2017            	9:13:07 PM          	59.933 °C           	                    	
7/6/2017            	9:13:15 PM          	59.938 °C           	                    	
7/6/2017            	9:13:25 PM          	59.937 °C           	                    	
7/6/2017            	9:13:35 PM          	59.936 °C           	                    	
7/6/2017            	9:13:47 PM          	59.935 °C           	                    	
7/6/2017            	9:13:55 PM          	59.935 °C           	                    	
7/6/2017            	9:14:05 PM          	59.931 °C           	                    	
7/6/2017            	9:14:15 PM          	59.929 °C           	                    	
7/6/2017            	9:14:28 PM          	59.929 °C           	                    	
7/6/2017            	9:14:35 PM          	59.930 °C           	                    	
7/6/2017            	9:14:45 PM          	59.931 °C           	                    	
7/6/2017            	9:14:55 PM          	59.929 °C           	                    	
7/6/2017            	9:15:08 PM          	59.921 °C           	                    	
7/6/2017            	9:15:15 PM          	59.920 °C           	                    	
7/6/2017            	9:15:25 PM          	59.914 °C           	                    	
7/6/2017            	9:15:35 PM          	59.911 °C           	                    	
7/6/2017            	9:15:55 PM          	59.904 °C           	                    	
7/6/2017            	9:16:05 PM          	59.906 °C           	                    	
7/6/2017            	9:16:15 PM          	59.903 °C           	                    	
7/6/2017            	9:16:28 PM          	59.904 °C           	                    	
7/6/2017            	9:16:35 PM          	59.903 °C           	                    	
7/6/2017            	9:16:45 PM          	59.906 °C           	                    	
7/6/2017            	9:16:55 PM          	59.911 °C           	                    	
7/6/2017            	9:17:08 PM          	59.914 °C           	                    	
7/6/2017            	9:17:15 PM          	59.915 °C           	                    	
7/6/2017            	9:17:25 PM          	59.917 °C           	                    	
7/6/2017            	9:17:35 PM          	59.914 °C           	                    	
7/6/2017            	9:17:48 PM          	59.913 °C           	                    	
7/6/2017            	9:17:55 PM          	59.912 °C           	                    	
7/6/2017            	9:18:05 PM          	59.913 °C           	                    	
7/6/2017            	9:18:16 PM          	59.916 °C           	                    	
7/6/2017            	9:18:29 PM          	59.914 °C           	                    	
7/6/2017            	9:18:35 PM          	59.914 °C           	                    	
7/6/2017            	9:18:45 PM          	59.910 °C           	                    	
7/6/2017            	9:18:55 PM          	59.913 °C           	                    	
7/6/2017            	9:19:05 PM          	59.914 °C           	                    	
7/6/2017            	9:19:15 PM          	59.910 °C           	                    	
7/6/2017            	9:19:25 PM          	59.909 °C           	                    	
7/6/2017            	9:19:36 PM          	59.903 °C           	                    	
7/6/2017            	9:19:45 PM          	59.902 °C           	                    	
7/6/2017            	9:19:55 PM          	59.907 °C           	                    	
7/6/2017            	9:20:05 PM          	59.903 °C           	                    	
7/6/2017            	9:20:16 PM          	59.907 °C           	                    	
7/6/2017            	9:20:25 PM          	59.911 °C           	                    	
7/6/2017            	9:20:35 PM          	59.911 °C           	                    	
7/6/2017            	9:20:45 PM          	59.908 °C           	                    	
7/6/2017            	9:20:56 PM          	59.904 °C           	                    	
7/6/2017            	9:21:05 PM          	59.903 °C           	                    	
7/6/2017            	9:21:15 PM          	59.904 °C           	                    	
7/6/2017            	9:21:25 PM          	59.904 °C           	                    	
7/6/2017            	9:21:36 PM          	59.909 °C           	                    	
7/6/2017            	9:21:45 PM          	59.908 °C           	                    	
7/6/2017            	9:21:55 PM          	59.908 °C           	                    	
7/6/2017            	9:22:05 PM          	59.911 °C           	                    	
7/6/2017            	9:22:16 PM          	59.907 °C           	                    	
7/6/2017            	9:22:25 PM          	59.906 °C           	                    	
7/6/2017            	9:22:35 PM          	59.906 °C           	                    	
7/6/2017            	9:22:45 PM          	59.901 °C           	                    	
7/6/2017            	9:22:57 PM          	59.896 °C           	                    	
7/6/2017            	9:23:05 PM          	59.896 °C           	                    	
7/6/2017            	9:23:15 PM          	59.897 °C           	                    	
7/6/2017            	9:23:25 PM          	59.898 °C           	                    	
7/6/2017            	9:23:37 PM          	59.902 °C           	                    	
7/6/2017            	9:23:45 PM          	59.906 °C           	                    	
7/6/2017            	9:23:55 PM          	59.909 °C           	                    	
7/6/2017            	9:24:05 PM          	59.909 °C           	                    	
7/6/2017            	9:24:17 PM          	59.911 °C           	                    	
7/6/2017            	9:24:25 PM          	59.907 °C           	                    	
7/6/2017            	9:24:35 PM          	59.909 °C           	                    	
7/6/2017            	9:24:45 PM          	59.907 °C           	                    	
7/6/2017            	9:24:57 PM          	59.909 °C           	                    	
7/6/2017            	9:25:05 PM          	59.913 °C           	                    	
7/6/2017            	9:25:15 PM          	59.916 °C           	                    	
7/6/2017            	9:25:25 PM          	59.922 °C           	                    	
7/6/2017            	9:25:37 PM          	59.926 °C           	                    	
7/6/2017            	9:25:45 PM          	59.928 °C           	                    	
7/6/2017            	9:25:55 PM          	59.928 °C           	                    	
7/6/2017            	9:26:05 PM          	59.927 °C           	                    	
7/6/2017            	9:26:17 PM          	59.924 °C           	                    	
7/6/2017            	9:26:25 PM          	59.922 °C           	                    	
7/6/2017            	9:26:35 PM          	59.921 °C           	                    	
7/6/2017            	9:26:45 PM          	59.928 °C           	                    	
7/6/2017            	9:26:57 PM          	59.928 °C           	                    	
7/6/2017            	9:27:05 PM          	59.928 °C           	                    	
7/6/2017            	9:27:15 PM          	59.929 °C           	                    	
7/6/2017            	9:27:25 PM          	59.933 °C           	                    	
7/6/2017            	9:27:37 PM          	59.930 °C           	                    	
7/6/2017            	9:27:45 PM          	59.927 °C           	                    	
7/6/2017            	9:27:55 PM          	59.927 °C           	                    	
7/6/2017            	9:28:05 PM          	59.932 °C           	                    	
7/6/2017            	9:28:17 PM          	59.933 °C           	                    	
7/6/2017            	9:28:25 PM          	59.933 °C           	                    	
7/6/2017            	9:28:35 PM          	59.932 °C           	                    	
7/6/2017            	9:28:45 PM          	59.933 °C           	                    	
7/6/2017            	9:28:57 PM          	59.927 °C           	                    	
7/6/2017            	9:29:05 PM          	59.925 °C           	                    	
7/6/2017            	9:29:15 PM          	59.928 °C           	                    	
7/6/2017            	9:29:25 PM          	59.931 °C           	                    	
7/6/2017            	9:29:37 PM          	59.927 °C           	                    	
7/6/2017            	9:29:45 PM          	59.928 °C           	                    	
7/6/2017            	9:29:55 PM          	59.929 °C           	                    	
7/6/2017            	9:30:05 PM          	59.930 °C           	                    	
7/6/2017            	9:30:18 PM          	59.927 °C           	                    	
7/6/2017            	9:30:25 PM          	59.925 °C           	                    	
7/6/2017            	9:30:35 PM          	59.924 °C           	                    	
7/6/2017            	9:30:45 PM          	59.918 °C           	                    	
7/6/2017            	9:30:58 PM          	59.917 °C           	                    	
7/6/2017            	9:31:05 PM          	59.915 °C           	                    	
7/6/2017            	9:31:15 PM          	59.914 °C           	                    	
7/6/2017            	9:31:25 PM          	59.915 °C           	                    	
7/6/2017            	9:31:38 PM          	59.911 °C           	                    	
7/6/2017            	9:31:45 PM          	59.909 °C           	                    	
7/6/2017            	9:31:55 PM          	59.907 °C           	                    	
7/6/2017            	9:32:05 PM          	59.910 °C           	                    	
7/6/2017            	9:32:18 PM          	59.910 °C           	                    	
7/6/2017            	9:32:25 PM          	59.908 °C           	                    	
7/6/2017            	9:32:35 PM          	59.908 °C           	                    	
7/6/2017            	9:32:45 PM          	59.912 °C           	                    	
7/6/2017            	9:32:58 PM          	59.916 °C           	                    	
7/6/2017            	9:33:05 PM          	59.916 °C           	                    	
7/6/2017            	9:33:15 PM          	59.917 °C           	                    	
7/6/2017            	9:33:25 PM          	59.907 °C           	                    	
7/6/2017            	9:33:39 PM          	59.907 °C           	                    	
7/6/2017            	9:33:45 PM          	59.904 °C           	                    	
7/6/2017            	9:33:55 PM          	59.906 °C           	                    	
7/6/2017            	9:34:05 PM          	59.903 °C           	                    	
7/6/2017            	9:34:19 PM          	59.907 °C           	                    	
7/6/2017            	9:34:25 PM          	59.908 °C           	                    	
7/6/2017            	9:34:35 PM          	59.911 °C           	                    	
7/6/2017            	9:34:45 PM          	59.907 °C           	                    	
7/6/2017            	9:34:55 PM          	59.909 °C           	                    	
7/6/2017            	9:35:05 PM          	59.907 °C           	                    	
7/6/2017            	9:35:15 PM          	59.906 °C           	                    	
7/6/2017            	9:35:25 PM          	59.903 °C           	                    	
7/6/2017            	9:35:35 PM          	59.902 °C           	                    	
7/6/2017            	9:35:45 PM          	59.897 °C           	                    	
7/6/2017            	9:35:55 PM          	59.893 °C           	                    	
7/6/2017            	9:36:05 PM          	59.889 °C           	                    	
7/6/2017            	9:36:15 PM          	59.890 °C           	                    	
7/6/2017            	9:36:25 PM          	59.890 °C           	                    	
7/6/2017            	9:36:35 PM          	59.896 °C           	                    	
7/6/2017            	9:36:45 PM          	59.896 °C           	                    	
7/6/2017            	9:36:55 PM          	59.893 °C           	                    	
7/6/2017            	9:37:05 PM          	59.892 °C           	                    	
7/6/2017            	9:37:15 PM          	59.895 °C           	                    	
7/6/2017            	9:37:26 PM          	59.898 °C           	                    	
7/6/2017            	9:37:35 PM          	59.904 °C           	                    	
7/6/2017            	9:37:45 PM          	59.899 °C           	                    	
7/6/2017            	9:37:55 PM          	59.905 °C           	                    	
7/6/2017            	9:38:06 PM          	59.902 °C           	                    	
7/6/2017            	9:38:15 PM          	59.903 °C           	                    	
7/6/2017            	9:38:25 PM          	59.902 °C           	                    	
7/6/2017            	9:38:35 PM          	59.900 °C           	                    	
7/6/2017            	9:38:46 PM          	59.900 °C           	                    	
7/6/2017            	9:38:55 PM          	59.903 °C           	                    	
7/6/2017            	9:39:05 PM          	59.903 °C           	                    	
7/6/2017            	9:39:15 PM          	59.902 °C           	                    	
7/6/2017            	9:39:26 PM          	59.899 °C           	                    	
7/6/2017            	9:39:35 PM          	59.899 °C           	                    	
7/6/2017            	9:39:45 PM          	59.899 °C           	                    	
7/6/2017            	9:39:55 PM          	59.902 °C           	                    	
7/6/2017            	9:40:06 PM          	59.904 °C           	                    	
7/6/2017            	9:40:15 PM          	59.903 °C           	                    	
7/6/2017            	9:40:25 PM          	59.902 °C           	                    	
7/6/2017            	9:40:35 PM          	59.901 °C           	                    	
7/6/2017            	9:40:47 PM          	59.903 °C           	                    	
7/6/2017            	9:40:55 PM          	59.905 °C           	                    	
7/6/2017            	9:41:05 PM          	59.903 °C           	                    	
7/6/2017            	9:41:15 PM          	59.902 °C           	                    	
7/6/2017            	9:41:27 PM          	59.899 °C           	                    	
7/6/2017            	9:41:35 PM          	59.898 °C           	                    	
7/6/2017            	9:41:45 PM          	59.902 °C           	                    	
7/6/2017            	9:41:55 PM          	59.911 °C           	                    	
7/6/2017            	9:42:07 PM          	59.908 °C           	                    	
7/6/2017            	9:42:15 PM          	59.909 °C           	                    	
7/6/2017            	9:42:25 PM          	59.907 °C           	                    	
7/6/2017            	9:42:35 PM          	59.902 °C           	                    	
7/6/2017            	9:42:47 PM          	59.899 °C           	                    	
7/6/2017            	9:42:55 PM          	59.901 °C           	                    	
7/6/2017            	9:43:05 PM          	59.907 °C           	                    	
7/6/2017            	9:43:15 PM          	59.910 °C           	                    	
7/6/2017            	9:43:27 PM          	59.914 °C           	                    	
7/6/2017            	9:43:35 PM          	59.913 °C           	                    	
7/6/2017            	9:43:45 PM          	59.916 °C           	                    	
7/6/2017            	9:43:55 PM          	59.911 °C           	                    	
7/6/2017            	9:44:07 PM          	59.904 °C           	                    	
7/6/2017            	9:44:15 PM          	59.904 °C           	                    	
7/6/2017            	9:44:25 PM          	59.904 °C           	                    	
7/6/2017            	9:44:35 PM          	59.904 °C           	                    	
7/6/2017            	9:44:47 PM          	59.903 °C           	                    	
7/6/2017            	9:44:55 PM          	59.903 °C           	                    	
7/6/2017            	9:45:05 PM          	59.906 °C           	                    	
7/6/2017            	9:45:15 PM          	59.913 °C           	                    	
7/6/2017            	9:45:28 PM          	59.912 °C           	                    	
7/6/2017            	9:45:35 PM          	59.913 °C           	                    	
7/6/2017            	9:45:45 PM          	59.917 °C           	                    	
7/6/2017            	9:45:55 PM          	59.921 °C           	                    	
7/6/2017            	9:46:08 PM          	59.926 °C           	                    	
7/6/2017            	9:46:15 PM          	59.924 °C           	                    	
7/6/2017            	9:46:25 PM          	59.929 °C           	                    	
7/6/2017            	9:46:35 PM          	59.928 °C           	                    	
7/6/2017            	9:46:48 PM          	59.923 °C           	                    	
7/6/2017            	9:46:55 PM          	59.922 °C           	                    	
7/6/2017            	9:47:05 PM          	59.924 °C           	                    	
7/6/2017            	9:47:15 PM          	59.924 °C           	                    	
7/6/2017            	9:47:28 PM          	59.920 °C           	                    	
7/6/2017            	9:47:35 PM          	59.920 °C           	                    	
7/6/2017            	9:47:45 PM          	59.918 °C           	                    	
7/6/2017            	9:47:55 PM          	59.916 °C           	                    	
7/6/2017            	9:48:08 PM          	59.913 °C           	                    	
7/6/2017            	9:48:15 PM          	59.912 °C           	                    	
7/6/2017            	9:48:25 PM          	59.907 °C           	                    	
7/6/2017            	9:48:35 PM          	59.909 °C           	                    	
7/6/2017            	9:48:48 PM          	59.910 °C           	                    	
7/6/2017            	9:48:55 PM          	59.909 °C           	                    	
7/6/2017            	9:49:05 PM          	59.913 °C           	                    	
7/6/2017            	9:49:15 PM          	59.915 °C           	                    	
7/6/2017            	9:49:28 PM          	59.919 °C           	                    	
7/6/2017            	9:49:35 PM          	59.919 °C           	                    	
7/6/2017            	9:49:45 PM          	59.919 °C           	                    	
7/6/2017            	9:49:55 PM          	59.916 °C           	                    	
7/6/2017            	9:50:15 PM          	59.913 °C           	                    	
7/6/2017            	9:50:26 PM          	59.914 °C           	                    	
7/6/2017            	9:50:35 PM          	59.909 °C           	                    	
7/6/2017            	9:50:49 PM          	59.906 °C           	                    	
7/6/2017            	9:50:55 PM          	59.908 °C           	                    	
7/6/2017            	9:51:05 PM          	59.907 °C           	                    	
7/6/2017            	9:51:15 PM          	59.904 °C           	                    	
7/6/2017            	9:51:25 PM          	59.911 °C           	                    	
7/6/2017            	9:51:35 PM          	59.911 °C           	                    	
7/6/2017            	9:51:45 PM          	59.911 °C           	                    	
7/6/2017            	9:51:55 PM          	59.909 °C           	                    	
7/6/2017            	9:52:05 PM          	59.904 °C           	                    	
7/6/2017            	9:52:15 PM          	59.899 °C           	                    	
7/6/2017            	9:52:25 PM          	59.906 °C           	                    	
7/6/2017            	9:52:36 PM          	59.907 °C           	                    	
7/6/2017            	9:52:45 PM          	59.909 °C           	                    	
7/6/2017            	9:52:55 PM          	59.905 °C           	                    	
7/6/2017            	9:53:05 PM          	59.903 °C           	                    	
7/6/2017            	9:53:16 PM          	59.904 °C           	                    	
7/6/2017            	9:53:25 PM          	59.901 °C           	                    	
7/6/2017            	9:53:35 PM          	59.904 °C           	                    	
7/6/2017            	9:53:45 PM          	59.909 °C           	                    	
7/6/2017            	9:53:56 PM          	59.913 °C           	                    	
7/6/2017            	9:54:05 PM          	59.914 °C           	                    	
7/6/2017            	9:54:15 PM          	59.912 °C           	                    	
7/6/2017            	9:54:25 PM          	59.912 °C           	                    	
7/6/2017            	9:54:36 PM          	59.910 °C           	                    	
7/6/2017            	9:54:45 PM          	59.909 °C           	                    	
7/6/2017            	9:54:55 PM          	59.904 °C           	                    	
7/6/2017            	9:55:05 PM          	59.901 °C           	                    	
7/6/2017            	9:55:16 PM          	59.902 °C           	                    	
7/6/2017            	9:55:25 PM          	59.905 °C           	                    	
7/6/2017            	9:55:36 PM          	59.904 °C           	                    	
7/6/2017            	9:55:45 PM          	59.900 °C           	                    	
7/6/2017            	9:55:56 PM          	59.892 °C           	                    	
7/6/2017            	9:56:05 PM          	59.890 °C           	                    	
7/6/2017            	9:56:15 PM          	59.892 °C           	                    	
7/6/2017            	9:56:25 PM          	59.895 °C           	                    	
7/6/2017            	9:56:36 PM          	59.896 °C           	                    	
7/6/2017            	9:56:45 PM          	59.895 °C           	                    	
7/6/2017            	9:56:55 PM          	59.901 °C           	                    	
7/6/2017            	9:57:05 PM          	59.901 °C           	                    	
7/6/2017            	9:57:17 PM          	59.901 °C           	                    	
7/6/2017            	9:57:25 PM          	59.899 °C           	                    	
7/6/2017            	9:57:35 PM          	59.881 °C           	                    	
7/6/2017            	9:57:45 PM          	59.853 °C           	                    	
7/6/2017            	9:57:57 PM          	59.801 °C           	                    	
7/6/2017            	9:58:05 PM          	59.750 °C           	                    	
7/6/2017            	9:58:15 PM          	59.680 °C           	                    	
7/6/2017            	9:58:25 PM          	59.586 °C           	                    	
7/6/2017            	9:58:37 PM          	59.432 °C           	                    	
7/6/2017            	9:58:45 PM          	59.312 °C           	                    	
7/6/2017            	9:58:55 PM          	59.138 °C           	                    	
7/6/2017            	9:59:05 PM          	58.931 °C           	                    	
7/6/2017            	9:59:17 PM          	58.687 °C           	                    	
7/6/2017            	9:59:25 PM          	58.513 °C           	                    	
7/6/2017            	9:59:35 PM          	58.282 °C           	                    	
7/6/2017            	9:59:45 PM          	58.052 °C           	                    	
7/6/2017            	9:59:57 PM          	57.736 °C           	                    	
7/6/2017            	10:00:05 PM         	57.533 °C           	                    	
7/6/2017            	10:00:15 PM         	57.278 °C           	                    	
7/6/2017            	10:00:25 PM         	57.031 °C           	                    	
7/6/2017            	10:00:38 PM         	56.680 °C           	                    	
7/6/2017            	10:00:46 PM         	56.454 °C           	                    	
7/6/2017            	10:00:55 PM         	56.158 °C           	                    	
7/6/2017            	10:01:05 PM         	55.878 °C           	                    	
7/6/2017            	10:01:18 PM         	55.517 °C           	                    	
7/6/2017            	10:01:25 PM         	55.270 °C           	                    	
7/6/2017            	10:01:35 PM         	54.956 °C           	                    	
7/6/2017            	10:01:45 PM         	54.666 °C           	                    	
7/6/2017            	10:01:58 PM         	54.326 °C           	                    	
7/6/2017            	10:02:05 PM         	54.103 °C           	                    	
7/6/2017            	10:02:15 PM         	53.809 °C           	                    	
7/6/2017            	10:02:25 PM         	53.516 °C           	                    	
7/6/2017            	10:02:38 PM         	53.117 °C           	                    	
7/6/2017            	10:02:45 PM         	52.907 °C           	                    	
7/6/2017            	10:02:55 PM         	52.607 °C           	                    	
7/6/2017            	10:03:05 PM         	52.291 °C           	                    	
7/6/2017            	10:03:18 PM         	51.867 °C           	                    	
7/6/2017            	10:03:25 PM         	51.621 °C           	                    	
7/6/2017            	10:03:35 PM         	51.305 °C           	                    	
7/6/2017            	10:03:45 PM         	51.005 °C           	                    	
7/6/2017            	10:03:58 PM         	50.623 °C           	                    	
7/6/2017            	10:04:05 PM         	50.385 °C           	                    	
7/6/2017            	10:04:15 PM         	50.044 °C           	                    	
7/6/2017            	10:04:25 PM         	49.766 °C           	                    	
7/6/2017            	10:04:38 PM         	49.374 °C           	                    	
7/6/2017            	10:04:45 PM         	49.154 °C           	                    	
7/6/2017            	10:04:55 PM         	48.861 °C           	                    	
7/6/2017            	10:05:05 PM         	48.582 °C           	                    	
7/6/2017            	10:05:25 PM         	47.969 °C           	                    	
7/6/2017            	10:05:35 PM         	47.676 °C           	                    	
7/6/2017            	10:05:45 PM         	47.407 °C           	                    	
7/6/2017            	10:05:58 PM         	47.018 °C           	                    	
7/6/2017            	10:06:05 PM         	46.789 °C           	                    	
7/6/2017            	10:06:15 PM         	46.487 °C           	                    	
7/6/2017            	10:06:25 PM         	46.183 °C           	                    	
7/6/2017            	10:06:38 PM         	45.779 °C           	                    	
7/6/2017            	10:06:45 PM         	45.578 °C           	                    	
7/6/2017            	10:06:55 PM         	45.301 °C           	                    	
7/6/2017            	10:07:05 PM         	45.004 °C           	                    	
7/6/2017            	10:07:15 PM         	44.744 °C           	                    	
7/6/2017            	10:07:25 PM         	44.466 °C           	                    	
7/6/2017            	10:07:35 PM         	44.171 °C           	                    	
7/6/2017            	10:07:45 PM         	43.908 °C           	                    	
7/6/2017            	10:07:55 PM         	43.642 °C           	                    	
7/6/2017            	10:08:05 PM         	43.378 °C           	                    	
7/6/2017            	10:08:15 PM         	43.095 °C           	                    	
7/6/2017            	10:08:26 PM         	42.864 °C           	                    	
7/6/2017            	10:08:35 PM         	42.638 °C           	                    	
7/6/2017            	10:08:45 PM         	42.403 °C           	                    	
7/6/2017            	10:08:55 PM         	42.123 °C           	                    	
7/6/2017            	10:09:06 PM         	41.865 °C           	                    	
7/6/2017            	10:09:15 PM         	41.561 °C           	                    	
7/6/2017            	10:09:25 PM         	41.319 °C           	                    	
7/6/2017            	10:09:35 PM         	41.084 °C           	                    	
7/6/2017            	10:09:46 PM         	40.808 °C           	                    	
7/6/2017            	10:09:55 PM         	40.554 °C           	                    	
7/6/2017            	10:10:05 PM         	40.283 °C           	                    	
7/6/2017            	10:10:15 PM         	40.005 °C           	                    	
7/6/2017            	10:10:26 PM         	39.737 °C           	                    	
7/6/2017            	10:10:35 PM         	39.499 °C           	                    	
7/6/2017            	10:10:45 PM         	39.238 °C           	                    	
7/6/2017            	10:10:55 PM         	39.002 °C           	                    	
7/6/2017            	10:11:06 PM         	38.689 °C           	                    	
7/6/2017            	10:11:15 PM         	38.466 °C           	                    	
7/6/2017            	10:11:25 PM         	38.189 °C           	                    	
7/6/2017            	10:11:35 PM         	37.935 °C           	                    	
7/6/2017            	10:11:46 PM         	37.702 °C           	                    	
7/6/2017            	10:11:55 PM         	37.483 °C           	                    	
7/6/2017            	10:12:05 PM         	37.239 °C           	                    	
7/6/2017            	10:12:15 PM         	36.967 °C           	                    	
7/6/2017            	10:12:26 PM         	36.679 °C           	                    	
7/6/2017            	10:12:35 PM         	36.442 °C           	                    	
7/6/2017            	10:12:45 PM         	36.203 °C           	                    	
7/6/2017            	10:12:55 PM         	35.950 °C           	                    	
7/6/2017            	10:13:07 PM         	35.645 °C           	                    	
7/6/2017            	10:13:15 PM         	35.447 °C           	                    	
7/6/2017            	10:13:25 PM         	35.203 °C           	                    	
7/6/2017            	10:13:35 PM         	34.976 °C           	                    	
7/6/2017            	10:13:47 PM         	34.753 °C           	                    	
7/6/2017            	10:13:55 PM         	34.525 °C           	                    	
7/6/2017            	10:14:05 PM         	34.273 °C           	                    	
7/6/2017            	10:14:15 PM         	34.016 °C           	                    	
7/6/2017            	10:14:27 PM         	33.732 °C           	                    	
7/6/2017            	10:14:35 PM         	33.559 °C           	                    	
7/6/2017            	10:14:45 PM         	33.327 °C           	                    	
7/6/2017            	10:14:55 PM         	33.121 °C           	                    	
7/6/2017            	10:15:07 PM         	32.847 °C           	                    	
