Date                	Time                	Reading             	Alarm               	
7/7/2017            	5:59:36 AM          	-19.314 °C          	                    	
7/7/2017            	5:59:45 AM          	-19.311 °C          	                    	
7/7/2017            	5:59:55 AM          	-19.312 °C          	                    	
7/7/2017            	6:00:05 AM          	-19.315 °C          	                    	
7/7/2017            	6:00:17 AM          	-19.317 °C          	                    	
7/7/2017            	6:00:25 AM          	-19.318 °C          	                    	
7/7/2017            	6:00:35 AM          	-19.314 °C          	                    	
7/7/2017            	6:00:45 AM          	-19.318 °C          	                    	
7/7/2017            	6:00:57 AM          	-19.319 °C          	                    	
7/7/2017            	6:01:05 AM          	-19.318 °C          	                    	
7/7/2017            	6:01:15 AM          	-19.320 °C          	                    	
7/7/2017            	6:01:25 AM          	-19.325 °C          	                    	
7/7/2017            	6:01:37 AM          	-19.327 °C          	                    	
7/7/2017            	6:01:45 AM          	-19.329 °C          	                    	
7/7/2017            	6:01:55 AM          	-19.327 °C          	                    	
7/7/2017            	6:02:05 AM          	-19.329 °C          	                    	
7/7/2017            	6:02:17 AM          	-19.331 °C          	                    	
7/7/2017            	6:02:25 AM          	-19.335 °C          	                    	
7/7/2017            	6:02:35 AM          	-19.333 °C          	                    	
7/7/2017            	6:02:45 AM          	-19.335 °C          	                    	
7/7/2017            	6:02:57 AM          	-19.331 °C          	                    	
7/7/2017            	6:03:05 AM          	-19.329 °C          	                    	
7/7/2017            	6:03:15 AM          	-19.327 °C          	                    	
7/7/2017            	6:03:25 AM          	-19.327 °C          	                    	
7/7/2017            	6:03:37 AM          	-19.329 °C          	                    	
7/7/2017            	6:03:45 AM          	-19.329 °C          	                    	
7/7/2017            	6:03:55 AM          	-19.328 °C          	                    	
7/7/2017            	6:04:06 AM          	-19.325 °C          	                    	
7/7/2017            	6:04:17 AM          	-19.319 °C          	                    	
7/7/2017            	6:04:25 AM          	-19.315 °C          	                    	
7/7/2017            	6:04:35 AM          	-19.312 °C          	                    	
7/7/2017            	6:04:45 AM          	-19.312 °C          	                    	
7/7/2017            	6:04:57 AM          	-19.311 °C          	                    	
7/7/2017            	6:05:06 AM          	-19.310 °C          	                    	
7/7/2017            	6:05:15 AM          	-19.306 °C          	                    	
7/7/2017            	6:05:25 AM          	-19.307 °C          	                    	
7/7/2017            	6:05:37 AM          	-19.317 °C          	                    	
7/7/2017            	6:05:45 AM          	-19.320 °C          	                    	
7/7/2017            	6:05:55 AM          	-19.323 °C          	                    	
7/7/2017            	6:06:05 AM          	-19.329 °C          	                    	
7/7/2017            	6:06:18 AM          	-19.329 °C          	                    	
7/7/2017            	6:06:25 AM          	-19.330 °C          	                    	
7/7/2017            	6:06:35 AM          	-19.328 °C          	                    	
7/7/2017            	6:06:45 AM          	-19.327 °C          	                    	
7/7/2017            	6:06:58 AM          	-19.323 °C          	                    	
7/7/2017            	6:07:05 AM          	-19.319 °C          	                    	
7/7/2017            	6:07:15 AM          	-19.319 °C          	                    	
7/7/2017            	6:07:25 AM          	-19.318 °C          	                    	
7/7/2017            	6:07:38 AM          	-19.325 °C          	                    	
7/7/2017            	6:07:45 AM          	-19.332 °C          	                    	
7/7/2017            	6:07:55 AM          	-19.331 °C          	                    	
7/7/2017            	6:08:05 AM          	-19.332 °C          	                    	
7/7/2017            	6:08:18 AM          	-19.329 °C          	                    	
7/7/2017            	6:08:25 AM          	-19.330 °C          	                    	
7/7/2017            	6:08:35 AM          	-19.325 °C          	                    	
7/7/2017            	6:08:45 AM          	-19.321 °C          	                    	
7/7/2017            	6:08:58 AM          	-19.322 °C          	                    	
7/7/2017            	6:09:05 AM          	-19.321 °C          	                    	
7/7/2017            	6:09:16 AM          	-19.316 °C          	                    	
7/7/2017            	6:09:25 AM          	-19.315 °C          	                    	
7/7/2017            	6:09:38 AM          	-19.311 °C          	                    	
7/7/2017            	6:09:45 AM          	-19.312 °C          	                    	
7/7/2017            	6:09:55 AM          	-19.308 °C          	                    	
7/7/2017            	6:10:05 AM          	-19.311 °C          	                    	
7/7/2017            	6:10:19 AM          	-19.308 °C          	                    	
7/7/2017            	6:10:25 AM          	-19.312 °C          	                    	
7/7/2017            	6:10:35 AM          	-19.310 °C          	                    	
7/7/2017            	6:10:45 AM          	-19.311 °C          	                    	
7/7/2017            	6:10:59 AM          	-19.308 °C          	                    	
7/7/2017            	6:11:05 AM          	-19.313 °C          	                    	
7/7/2017            	6:11:15 AM          	-19.312 °C          	                    	
7/7/2017            	6:11:25 AM          	-19.318 °C          	                    	
7/7/2017            	6:11:35 AM          	-19.320 °C          	                    	
7/7/2017            	6:11:45 AM          	-19.325 °C          	                    	
7/7/2017            	6:11:55 AM          	-19.332 °C          	                    	
7/7/2017            	6:12:05 AM          	-19.339 °C          	                    	
7/7/2017            	6:12:15 AM          	-19.342 °C          	                    	
7/7/2017            	6:12:25 AM          	-19.341 °C          	                    	
7/7/2017            	6:12:35 AM          	-19.337 °C          	                    	
7/7/2017            	6:12:45 AM          	-19.334 °C          	                    	
7/7/2017            	6:12:55 AM          	-19.325 °C          	                    	
7/7/2017            	6:13:05 AM          	-19.325 °C          	                    	
7/7/2017            	6:13:15 AM          	-19.325 °C          	                    	
7/7/2017            	6:13:25 AM          	-19.322 °C          	                    	
7/7/2017            	6:13:35 AM          	-19.318 °C          	                    	
7/7/2017            	6:13:45 AM          	-19.318 °C          	                    	
7/7/2017            	6:13:55 AM          	-19.319 °C          	                    	
7/7/2017            	6:14:06 AM          	-19.319 °C          	                    	
7/7/2017            	6:14:15 AM          	-19.319 °C          	                    	
7/7/2017            	6:14:25 AM          	-19.320 °C          	                    	
7/7/2017            	6:14:35 AM          	-19.318 °C          	                    	
7/7/2017            	6:14:46 AM          	-19.319 °C          	                    	
7/7/2017            	6:14:55 AM          	-19.316 °C          	                    	
7/7/2017            	6:15:05 AM          	-19.326 °C          	                    	
7/7/2017            	6:15:15 AM          	-19.327 °C          	                    	
7/7/2017            	6:15:26 AM          	-19.330 °C          	                    	
7/7/2017            	6:15:35 AM          	-19.332 °C          	                    	
7/7/2017            	6:15:45 AM          	-19.332 °C          	                    	
7/7/2017            	6:15:55 AM          	-19.331 °C          	                    	
7/7/2017            	6:16:06 AM          	-19.327 °C          	                    	
7/7/2017            	6:16:15 AM          	-19.328 °C          	                    	
7/7/2017            	6:16:25 AM          	-19.326 °C          	                    	
7/7/2017            	6:16:35 AM          	-19.321 °C          	                    	
7/7/2017            	6:16:46 AM          	-19.320 °C          	                    	
7/7/2017            	6:16:55 AM          	-19.314 °C          	                    	
7/7/2017            	6:17:05 AM          	-19.311 °C          	                    	
7/7/2017            	6:17:15 AM          	-19.306 °C          	                    	
7/7/2017            	6:17:27 AM          	-19.306 °C          	                    	
7/7/2017            	6:17:35 AM          	-19.308 °C          	                    	
7/7/2017            	6:17:45 AM          	-19.309 °C          	                    	
7/7/2017            	6:17:55 AM          	-19.313 °C          	                    	
7/7/2017            	6:18:07 AM          	-19.316 °C          	                    	
7/7/2017            	6:18:15 AM          	-19.313 °C          	                    	
7/7/2017            	6:18:25 AM          	-19.314 °C          	                    	
7/7/2017            	6:18:35 AM          	-19.312 °C          	                    	
7/7/2017            	6:18:47 AM          	-19.319 °C          	                    	
7/7/2017            	6:18:55 AM          	-19.318 °C          	                    	
7/7/2017            	6:19:05 AM          	-19.319 °C          	                    	
7/7/2017            	6:19:15 AM          	-19.315 °C          	                    	
7/7/2017            	6:19:27 AM          	-19.312 °C          	                    	
7/7/2017            	6:19:35 AM          	-19.309 °C          	                    	
7/7/2017            	6:19:45 AM          	-19.305 °C          	                    	
7/7/2017            	6:19:55 AM          	-19.300 °C          	                    	
7/7/2017            	6:20:07 AM          	-19.293 °C          	                    	
7/7/2017            	6:20:15 AM          	-19.294 °C          	                    	
7/7/2017            	6:20:25 AM          	-19.289 °C          	                    	
7/7/2017            	6:20:35 AM          	-19.284 °C          	                    	
7/7/2017            	6:20:47 AM          	-19.290 °C          	                    	
7/7/2017            	6:20:55 AM          	-19.287 °C          	                    	
7/7/2017            	6:21:05 AM          	-19.287 °C          	                    	
7/7/2017            	6:21:15 AM          	-19.282 °C          	                    	
7/7/2017            	6:21:27 AM          	-19.283 °C          	                    	
7/7/2017            	6:21:35 AM          	-19.284 °C          	                    	
7/7/2017            	6:21:45 AM          	-19.284 °C          	                    	
7/7/2017            	6:21:55 AM          	-19.282 °C          	                    	
7/7/2017            	6:22:08 AM          	-19.281 °C          	                    	
7/7/2017            	6:22:15 AM          	-19.281 °C          	                    	
7/7/2017            	6:22:25 AM          	-19.283 °C          	                    	
7/7/2017            	6:22:35 AM          	-19.287 °C          	                    	
7/7/2017            	6:22:48 AM          	-19.290 °C          	                    	
7/7/2017            	6:22:55 AM          	-19.291 °C          	                    	
7/7/2017            	6:23:05 AM          	-19.302 °C          	                    	
7/7/2017            	6:23:15 AM          	-19.306 °C          	                    	
7/7/2017            	6:23:28 AM          	-19.306 °C          	                    	
7/7/2017            	6:23:35 AM          	-19.306 °C          	                    	
7/7/2017            	6:23:45 AM          	-19.302 °C          	                    	
7/7/2017            	6:23:55 AM          	-19.301 °C          	                    	
7/7/2017            	6:24:08 AM          	-19.298 °C          	                    	
7/7/2017            	6:24:15 AM          	-19.303 °C          	                    	
7/7/2017            	6:24:25 AM          	-19.301 °C          	                    	
7/7/2017            	6:24:35 AM          	-19.303 °C          	                    	
7/7/2017            	6:24:48 AM          	-19.307 °C          	                    	
7/7/2017            	6:24:55 AM          	-19.311 °C          	                    	
7/7/2017            	6:25:05 AM          	-19.319 °C          	                    	
7/7/2017            	6:25:15 AM          	-19.325 °C          	                    	
7/7/2017            	6:25:28 AM          	-19.333 °C          	                    	
7/7/2017            	6:25:35 AM          	-19.335 °C          	                    	
7/7/2017            	6:25:45 AM          	-19.334 °C          	                    	
7/7/2017            	6:25:55 AM          	-19.333 °C          	                    	
7/7/2017            	6:26:15 AM          	-19.323 °C          	                    	
7/7/2017            	6:26:25 AM          	-19.318 °C          	                    	
7/7/2017            	6:26:35 AM          	-19.314 °C          	                    	
7/7/2017            	6:26:55 AM          	-19.303 °C          	                    	
7/7/2017            	6:27:05 AM          	-19.306 °C          	                    	
7/7/2017            	6:27:15 AM          	-19.304 °C          	                    	
7/7/2017            	6:27:28 AM          	-19.305 °C          	                    	
7/7/2017            	6:27:35 AM          	-19.305 °C          	                    	
7/7/2017            	6:27:45 AM          	-19.305 °C          	                    	
7/7/2017            	6:27:55 AM          	-19.310 °C          	                    	
7/7/2017            	6:28:05 AM          	-19.313 °C          	                    	
7/7/2017            	6:28:15 AM          	-19.323 °C          	                    	
7/7/2017            	6:28:25 AM          	-19.330 °C          	                    	
7/7/2017            	6:28:35 AM          	-19.338 °C          	                    	
7/7/2017            	6:28:45 AM          	-19.344 °C          	                    	
7/7/2017            	6:28:55 AM          	-19.350 °C          	                    	
7/7/2017            	6:29:05 AM          	-19.356 °C          	                    	
7/7/2017            	6:29:15 AM          	-19.356 °C          	                    	
7/7/2017            	6:29:25 AM          	-19.351 °C          	                    	
7/7/2017            	6:29:35 AM          	-19.348 °C          	                    	
7/7/2017            	6:29:45 AM          	-19.345 °C          	                    	
7/7/2017            	6:29:56 AM          	-19.340 °C          	                    	
7/7/2017            	6:30:05 AM          	-19.329 °C          	                    	
7/7/2017            	6:30:15 AM          	-19.324 °C          	                    	
7/7/2017            	6:30:25 AM          	-19.326 °C          	                    	
7/7/2017            	6:30:36 AM          	-19.328 °C          	                    	
7/7/2017            	6:30:45 AM          	-19.327 °C          	                    	
7/7/2017            	6:30:55 AM          	-19.330 °C          	                    	
7/7/2017            	6:31:05 AM          	-19.332 °C          	                    	
7/7/2017            	6:31:16 AM          	-19.336 °C          	                    	
7/7/2017            	6:31:25 AM          	-19.335 °C          	                    	
7/7/2017            	6:31:35 AM          	-19.333 °C          	                    	
7/7/2017            	6:31:45 AM          	-19.336 °C          	                    	
7/7/2017            	6:31:56 AM          	-19.338 °C          	                    	
7/7/2017            	6:32:05 AM          	-19.336 °C          	                    	
7/7/2017            	6:32:15 AM          	-19.337 °C          	                    	
7/7/2017            	6:32:25 AM          	-19.337 °C          	                    	
7/7/2017            	6:32:36 AM          	-19.336 °C          	                    	
7/7/2017            	6:32:45 AM          	-19.332 °C          	                    	
7/7/2017            	6:32:55 AM          	-19.335 °C          	                    	
7/7/2017            	6:33:05 AM          	-19.332 °C          	                    	
7/7/2017            	6:33:17 AM          	-19.326 °C          	                    	
7/7/2017            	6:33:25 AM          	-19.326 °C          	                    	
7/7/2017            	6:33:35 AM          	-19.328 °C          	                    	
7/7/2017            	6:33:45 AM          	-19.330 °C          	                    	
7/7/2017            	6:33:57 AM          	-19.329 °C          	                    	
7/7/2017            	6:34:05 AM          	-19.325 °C          	                    	
7/7/2017            	6:34:15 AM          	-19.321 °C          	                    	
7/7/2017            	6:34:25 AM          	-19.314 °C          	                    	
7/7/2017            	6:34:37 AM          	-19.307 °C          	                    	
7/7/2017            	6:34:45 AM          	-19.299 °C          	                    	
7/7/2017            	6:34:55 AM          	-19.290 °C          	                    	
7/7/2017            	6:35:05 AM          	-19.289 °C          	                    	
7/7/2017            	6:35:17 AM          	-19.288 °C          	                    	
7/7/2017            	6:35:25 AM          	-19.288 °C          	                    	
7/7/2017            	6:35:35 AM          	-19.293 °C          	                    	
7/7/2017            	6:35:45 AM          	-19.301 °C          	                    	
7/7/2017            	6:35:57 AM          	-19.306 °C          	                    	
7/7/2017            	6:36:05 AM          	-19.308 °C          	                    	
7/7/2017            	6:36:15 AM          	-19.312 °C          	                    	
7/7/2017            	6:36:25 AM          	-19.316 °C          	                    	
7/7/2017            	6:36:37 AM          	-19.316 °C          	                    	
7/7/2017            	6:36:45 AM          	-19.316 °C          	                    	
7/7/2017            	6:36:55 AM          	-19.318 °C          	                    	
7/7/2017            	6:37:05 AM          	-19.318 °C          	                    	
7/7/2017            	6:37:18 AM          	-19.322 °C          	                    	
7/7/2017            	6:37:25 AM          	-19.322 °C          	                    	
7/7/2017            	6:37:35 AM          	-19.324 °C          	                    	
7/7/2017            	6:37:45 AM          	-19.330 °C          	                    	
7/7/2017            	6:37:58 AM          	-19.335 °C          	                    	
7/7/2017            	6:38:05 AM          	-19.333 °C          	                    	
7/7/2017            	6:38:15 AM          	-19.337 °C          	                    	
7/7/2017            	6:38:25 AM          	-19.340 °C          	                    	
7/7/2017            	6:38:38 AM          	-19.335 °C          	                    	
7/7/2017            	6:38:45 AM          	-19.337 °C          	                    	
7/7/2017            	6:38:55 AM          	-19.338 °C          	                    	
7/7/2017            	6:39:05 AM          	-19.337 °C          	                    	
7/7/2017            	6:39:18 AM          	-19.337 °C          	                    	
7/7/2017            	6:39:25 AM          	-19.342 °C          	                    	
7/7/2017            	6:39:35 AM          	-19.343 °C          	                    	
7/7/2017            	6:39:45 AM          	-19.340 °C          	                    	
7/7/2017            	6:39:58 AM          	-19.332 °C          	                    	
7/7/2017            	6:40:05 AM          	-19.329 °C          	                    	
7/7/2017            	6:40:15 AM          	-19.325 °C          	                    	
7/7/2017            	6:40:26 AM          	-19.324 °C          	                    	
7/7/2017            	6:40:38 AM          	-19.325 °C          	                    	
7/7/2017            	6:40:45 AM          	-19.326 °C          	                    	
7/7/2017            	6:40:55 AM          	-19.322 °C          	                    	
7/7/2017            	6:41:05 AM          	-19.323 °C          	                    	
7/7/2017            	6:41:18 AM          	-19.318 °C          	                    	
7/7/2017            	6:41:25 AM          	-19.319 °C          	                    	
7/7/2017            	6:41:35 AM          	-19.314 °C          	                    	
7/7/2017            	6:41:45 AM          	-19.306 °C          	                    	
7/7/2017            	6:41:58 AM          	-19.294 °C          	                    	
7/7/2017            	6:42:05 AM          	-19.291 °C          	                    	
7/7/2017            	6:42:15 AM          	-19.290 °C          	                    	
7/7/2017            	6:42:25 AM          	-19.287 °C          	                    	
7/7/2017            	6:42:39 AM          	-19.282 °C          	                    	
7/7/2017            	6:42:45 AM          	-19.281 °C          	                    	
7/7/2017            	6:42:55 AM          	-19.279 °C          	                    	
7/7/2017            	6:43:05 AM          	-19.280 °C          	                    	
7/7/2017            	6:43:18 AM          	-19.282 °C          	                    	
7/7/2017            	6:43:25 AM          	-19.280 °C          	                    	
7/7/2017            	6:43:35 AM          	-19.281 °C          	                    	
7/7/2017            	6:43:45 AM          	-19.280 °C          	                    	
7/7/2017            	6:43:58 AM          	-19.276 °C          	                    	
7/7/2017            	6:44:05 AM          	-19.273 °C          	                    	
7/7/2017            	6:44:15 AM          	-19.272 °C          	                    	
7/7/2017            	6:44:25 AM          	-19.282 °C          	                    	
7/7/2017            	6:44:38 AM          	-19.290 °C          	                    	
7/7/2017            	6:44:45 AM          	-19.297 °C          	                    	
7/7/2017            	6:44:55 AM          	-19.309 °C          	                    	
7/7/2017            	6:45:06 AM          	-19.324 °C          	                    	
7/7/2017            	6:45:15 AM          	-19.334 °C          	                    	
7/7/2017            	6:45:25 AM          	-19.337 °C          	                    	
7/7/2017            	6:45:36 AM          	-19.334 °C          	                    	
7/7/2017            	6:45:46 AM          	-19.328 °C          	                    	
7/7/2017            	6:45:55 AM          	-19.327 °C          	                    	
7/7/2017            	6:46:05 AM          	-19.322 °C          	                    	
7/7/2017            	6:46:15 AM          	-19.315 °C          	                    	
7/7/2017            	6:46:26 AM          	-19.314 °C          	                    	
7/7/2017            	6:46:35 AM          	-19.314 °C          	                    	
7/7/2017            	6:46:45 AM          	-19.316 °C          	                    	
7/7/2017            	6:46:55 AM          	-19.313 °C          	                    	
7/7/2017            	6:47:06 AM          	-19.317 °C          	                    	
7/7/2017            	6:47:15 AM          	-19.321 °C          	                    	
7/7/2017            	6:47:25 AM          	-19.324 °C          	                    	
7/7/2017            	6:47:35 AM          	-19.325 °C          	                    	
7/7/2017            	6:47:46 AM          	-19.330 °C          	                    	
7/7/2017            	6:47:55 AM          	-19.332 °C          	                    	
7/7/2017            	6:48:05 AM          	-19.338 °C          	                    	
7/7/2017            	6:48:15 AM          	-19.333 °C          	                    	
7/7/2017            	6:48:26 AM          	-19.328 °C          	                    	
7/7/2017            	6:48:35 AM          	-19.325 °C          	                    	
7/7/2017            	6:48:45 AM          	-19.323 °C          	                    	
7/7/2017            	6:48:55 AM          	-19.320 °C          	                    	
7/7/2017            	6:49:06 AM          	-19.319 °C          	                    	
7/7/2017            	6:49:15 AM          	-19.318 °C          	                    	
7/7/2017            	6:49:25 AM          	-19.315 °C          	                    	
7/7/2017            	6:49:35 AM          	-19.308 °C          	                    	
7/7/2017            	6:49:46 AM          	-19.304 °C          	                    	
7/7/2017            	6:49:55 AM          	-19.306 °C          	                    	
7/7/2017            	6:50:05 AM          	-19.307 °C          	                    	
7/7/2017            	6:50:15 AM          	-19.311 °C          	                    	
7/7/2017            	6:50:27 AM          	-19.317 °C          	                    	
7/7/2017            	6:50:35 AM          	-19.320 °C          	                    	
7/7/2017            	6:50:46 AM          	-19.321 °C          	                    	
7/7/2017            	6:50:55 AM          	-19.326 °C          	                    	
7/7/2017            	6:51:07 AM          	-19.331 °C          	                    	
7/7/2017            	6:51:15 AM          	-19.333 °C          	                    	
7/7/2017            	6:51:25 AM          	-19.333 °C          	                    	
7/7/2017            	6:51:35 AM          	-19.332 °C          	                    	
7/7/2017            	6:51:47 AM          	-19.334 °C          	                    	
7/7/2017            	6:51:55 AM          	-19.334 °C          	                    	
7/7/2017            	6:52:05 AM          	-19.336 °C          	                    	
7/7/2017            	6:52:15 AM          	-19.337 °C          	                    	
7/7/2017            	6:52:27 AM          	-19.333 °C          	                    	
7/7/2017            	6:52:35 AM          	-19.332 °C          	                    	
7/7/2017            	6:52:45 AM          	-19.333 °C          	                    	
7/7/2017            	6:52:55 AM          	-19.332 °C          	                    	
7/7/2017            	6:53:07 AM          	-19.323 °C          	                    	
7/7/2017            	6:53:15 AM          	-19.319 °C          	                    	
7/7/2017            	6:53:25 AM          	-19.311 °C          	                    	
7/7/2017            	6:53:35 AM          	-19.302 °C          	                    	
7/7/2017            	6:53:48 AM          	-19.293 °C          	                    	
7/7/2017            	6:53:55 AM          	-19.292 °C          	                    	
7/7/2017            	6:54:05 AM          	-19.290 °C          	                    	
7/7/2017            	6:54:15 AM          	-19.289 °C          	                    	
7/7/2017            	6:54:28 AM          	-19.293 °C          	                    	
7/7/2017            	6:54:35 AM          	-19.301 °C          	                    	
7/7/2017            	6:54:45 AM          	-19.307 °C          	                    	
7/7/2017            	6:54:55 AM          	-19.313 °C          	                    	
7/7/2017            	6:55:08 AM          	-19.313 °C          	                    	
7/7/2017            	6:55:15 AM          	-19.315 °C          	                    	
7/7/2017            	6:55:25 AM          	-19.321 °C          	                    	
7/7/2017            	6:55:35 AM          	-19.328 °C          	                    	
7/7/2017            	6:55:48 AM          	-19.332 °C          	                    	
7/7/2017            	6:55:56 AM          	-19.328 °C          	                    	
7/7/2017            	6:56:05 AM          	-19.328 °C          	                    	
7/7/2017            	6:56:15 AM          	-19.321 °C          	                    	
7/7/2017            	6:56:28 AM          	-19.317 °C          	                    	
7/7/2017            	6:56:35 AM          	-19.316 °C          	                    	
7/7/2017            	6:56:45 AM          	-19.312 °C          	                    	
7/7/2017            	6:56:55 AM          	-19.301 °C          	                    	
7/7/2017            	6:57:08 AM          	-19.294 °C          	                    	
7/7/2017            	6:57:15 AM          	-19.291 °C          	                    	
7/7/2017            	6:57:25 AM          	-19.287 °C          	                    	
7/7/2017            	6:57:35 AM          	-19.286 °C          	                    	
7/7/2017            	6:57:55 AM          	-19.293 °C          	                    	
7/7/2017            	6:58:05 AM          	-19.304 °C          	                    	
7/7/2017            	6:58:15 AM          	-19.309 °C          	                    	
7/7/2017            	6:58:28 AM          	-19.318 °C          	                    	
7/7/2017            	6:58:35 AM          	-19.319 °C          	                    	
7/7/2017            	6:58:45 AM          	-19.321 °C          	                    	
7/7/2017            	6:58:55 AM          	-19.323 °C          	                    	
7/7/2017            	6:59:08 AM          	-19.326 °C          	                    	
7/7/2017            	6:59:15 AM          	-19.325 °C          	                    	
7/7/2017            	6:59:25 AM          	-19.328 °C          	                    	
7/7/2017            	6:59:35 AM          	-19.324 °C          	                    	
7/7/2017            	6:59:48 AM          	-19.317 °C          	                    	
7/7/2017            	6:59:55 AM          	-19.314 °C          	                    	
7/7/2017            	7:00:05 AM          	-19.311 °C          	                    	
7/7/2017            	7:00:16 AM          	-19.314 °C          	                    	
7/7/2017            	7:00:29 AM          	-19.324 °C          	                    	
7/7/2017            	7:00:35 AM          	-19.328 °C          	                    	
7/7/2017            	7:00:45 AM          	-19.335 °C          	                    	
7/7/2017            	7:00:56 AM          	-19.336 °C          	                    	
7/7/2017            	7:01:05 AM          	-19.331 °C          	                    	
7/7/2017            	7:01:15 AM          	-19.332 °C          	                    	
7/7/2017            	7:01:25 AM          	-19.329 °C          	                    	
7/7/2017            	7:01:36 AM          	-19.328 °C          	                    	
7/7/2017            	7:01:45 AM          	-19.327 °C          	                    	
7/7/2017            	7:01:55 AM          	-19.326 °C          	                    	
7/7/2017            	7:02:05 AM          	-19.325 °C          	                    	
7/7/2017            	7:02:16 AM          	-19.331 °C          	                    	
7/7/2017            	7:02:25 AM          	-19.335 °C          	                    	
7/7/2017            	7:02:35 AM          	-19.339 °C          	                    	
7/7/2017            	7:02:45 AM          	-19.343 °C          	                    	
7/7/2017            	7:02:56 AM          	-19.345 °C          	                    	
7/7/2017            	7:03:05 AM          	-19.346 °C          	                    	
7/7/2017            	7:03:15 AM          	-19.338 °C          	                    	
7/7/2017            	7:03:25 AM          	-19.329 °C          	                    	
7/7/2017            	7:03:36 AM          	-19.320 °C          	                    	
7/7/2017            	7:03:45 AM          	-19.313 °C          	                    	
7/7/2017            	7:03:55 AM          	-19.307 °C          	                    	
7/7/2017            	7:04:05 AM          	-19.304 °C          	                    	
7/7/2017            	7:04:16 AM          	-19.296 °C          	                    	
7/7/2017            	7:04:25 AM          	-19.290 °C          	                    	
7/7/2017            	7:04:35 AM          	-19.283 °C          	                    	
7/7/2017            	7:04:45 AM          	-19.281 °C          	                    	
7/7/2017            	7:04:56 AM          	-19.279 °C          	                    	
7/7/2017            	7:05:05 AM          	-19.274 °C          	                    	
7/7/2017            	7:05:15 AM          	-19.272 °C          	                    	
7/7/2017            	7:05:25 AM          	-19.273 °C          	                    	
7/7/2017            	7:05:36 AM          	-19.283 °C          	                    	
7/7/2017            	7:05:45 AM          	-19.287 °C          	                    	
7/7/2017            	7:05:55 AM          	-19.295 °C          	                    	
7/7/2017            	7:06:05 AM          	-19.301 °C          	                    	
7/7/2017            	7:06:16 AM          	-19.302 °C          	                    	
7/7/2017            	7:06:25 AM          	-19.305 °C          	                    	
7/7/2017            	7:06:35 AM          	-19.306 °C          	                    	
7/7/2017            	7:06:45 AM          	-19.308 °C          	                    	
7/7/2017            	7:06:56 AM          	-19.307 °C          	                    	
7/7/2017            	7:07:05 AM          	-19.310 °C          	                    	
7/7/2017            	7:07:15 AM          	-19.305 °C          	                    	
7/7/2017            	7:07:25 AM          	-19.303 °C          	                    	
7/7/2017            	7:07:36 AM          	-19.299 °C          	                    	
7/7/2017            	7:07:45 AM          	-19.296 °C          	                    	
7/7/2017            	7:07:55 AM          	-19.296 °C          	                    	
7/7/2017            	7:08:05 AM          	-19.304 °C          	                    	
7/7/2017            	7:08:17 AM          	-19.309 °C          	                    	
7/7/2017            	7:08:25 AM          	-19.312 °C          	                    	
7/7/2017            	7:08:35 AM          	-19.319 °C          	                    	
7/7/2017            	7:08:45 AM          	-19.323 °C          	                    	
7/7/2017            	7:08:57 AM          	-19.328 °C          	                    	
7/7/2017            	7:09:05 AM          	-19.327 °C          	                    	
7/7/2017            	7:09:15 AM          	-19.327 °C          	                    	
7/7/2017            	7:09:25 AM          	-19.325 °C          	                    	
7/7/2017            	7:09:37 AM          	-19.322 °C          	                    	
7/7/2017            	7:09:45 AM          	-19.323 °C          	                    	
7/7/2017            	7:09:55 AM          	-19.325 °C          	                    	
7/7/2017            	7:10:05 AM          	-19.326 °C          	                    	
7/7/2017            	7:10:17 AM          	-19.327 °C          	                    	
7/7/2017            	7:10:25 AM          	-19.324 °C          	                    	
7/7/2017            	7:10:35 AM          	-19.321 °C          	                    	
7/7/2017            	7:10:45 AM          	-19.319 °C          	                    	
7/7/2017            	7:10:57 AM          	-19.313 °C          	                    	
7/7/2017            	7:11:05 AM          	-19.311 °C          	                    	
7/7/2017            	7:11:15 AM          	-19.308 °C          	                    	
7/7/2017            	7:11:25 AM          	-19.307 °C          	                    	
7/7/2017            	7:11:38 AM          	-19.303 °C          	                    	
7/7/2017            	7:11:45 AM          	-19.302 °C          	                    	
7/7/2017            	7:11:55 AM          	-19.301 °C          	                    	
7/7/2017            	7:12:05 AM          	-19.300 °C          	                    	
7/7/2017            	7:12:18 AM          	-19.299 °C          	                    	
7/7/2017            	7:12:25 AM          	-19.298 °C          	                    	
7/7/2017            	7:12:36 AM          	-19.301 °C          	                    	
7/7/2017            	7:12:45 AM          	-19.303 °C          	                    	
7/7/2017            	7:13:05 AM          	-19.307 °C          	                    	
7/7/2017            	7:13:15 AM          	-19.304 °C          	                    	
7/7/2017            	7:13:25 AM          	-19.302 °C          	                    	
7/7/2017            	7:13:38 AM          	-19.308 °C          	                    	
7/7/2017            	7:13:45 AM          	-19.308 °C          	                    	
7/7/2017            	7:13:55 AM          	-19.317 °C          	                    	
7/7/2017            	7:14:05 AM          	-19.323 °C          	                    	
7/7/2017            	7:14:18 AM          	-19.329 °C          	                    	
7/7/2017            	7:14:25 AM          	-19.332 °C          	                    	
7/7/2017            	7:14:35 AM          	-19.335 °C          	                    	
7/7/2017            	7:14:45 AM          	-19.337 °C          	                    	
7/7/2017            	7:14:58 AM          	-19.337 °C          	                    	
7/7/2017            	7:15:05 AM          	-19.339 °C          	                    	
