#,Elapsed,Time (dd/mm/yyyy),Int.T°C,
1,00:00:00,06/07/2017 16:30:00, 25.7,
2,00:01:00,06/07/2017 16:31:00, 25.7,
3,00:02:00,06/07/2017 16:32:00, 25.7,
4,00:03:00,06/07/2017 16:33:00, 25.7,
5,00:04:00,06/07/2017 16:34:00, 25.7,
6,00:05:00,06/07/2017 16:35:00, 25.6,
7,00:06:00,06/07/2017 16:36:00, 25.6,
8,00:07:00,06/07/2017 16:37:00, 25.6,
9,00:08:00,06/07/2017 16:38:00, 25.5,
10,00:09:00,06/07/2017 16:39:00, 25.5,
11,00:10:00,06/07/2017 16:40:00, 25.5,
12,00:11:00,06/07/2017 16:41:00, 25.5,
13,00:12:00,06/07/2017 16:42:00, 25.5,
14,00:13:00,06/07/2017 16:43:00, 25.5,
15,00:14:00,06/07/2017 16:44:00, 25.4,
16,00:15:00,06/07/2017 16:45:00, 25.4,
17,00:16:00,06/07/2017 16:46:00, 25.4,
18,00:17:00,06/07/2017 16:47:00, 25.4,
19,00:18:00,06/07/2017 16:48:00, 25.4,
20,00:19:00,06/07/2017 16:49:00, 25.4,
21,00:20:00,06/07/2017 16:50:00, 25.4,
22,00:21:00,06/07/2017 16:51:00, 25.4,
23,00:22:00,06/07/2017 16:52:00, 25.3,
24,00:23:00,06/07/2017 16:53:00, 26.4,
25,00:24:00,06/07/2017 16:54:00, 29.3,
26,00:25:00,06/07/2017 16:55:00, 32.9,
27,00:26:00,06/07/2017 16:56:00, 36.7,
28,00:27:00,06/07/2017 16:57:00, 40.7,
29,00:28:00,06/07/2017 16:58:00, 44.4,
30,00:29:00,06/07/2017 16:59:00, 47.5,
31,00:30:00,06/07/2017 17:00:00, 49.7,
32,00:31:00,06/07/2017 17:01:00, 51.7,
33,00:32:00,06/07/2017 17:02:00, 53.4,
34,00:33:00,06/07/2017 17:03:00, 54.7,
35,00:34:00,06/07/2017 17:04:00, 55.8,
36,00:35:00,06/07/2017 17:05:00, 56.6,
37,00:36:00,06/07/2017 17:06:00, 57.2,
38,00:37:00,06/07/2017 17:07:00, 57.7,
39,00:38:00,06/07/2017 17:08:00, 58.1,
40,00:39:00,06/07/2017 17:09:00, 58.5,
41,00:40:00,06/07/2017 17:10:00, 58.7,
42,00:41:00,06/07/2017 17:11:00, 58.8,
43,00:42:00,06/07/2017 17:12:00, 59.0,
44,00:43:00,06/07/2017 17:13:00, 59.2,
45,00:44:00,06/07/2017 17:14:00, 59.3,
46,00:45:00,06/07/2017 17:15:00, 59.4,
47,00:46:00,06/07/2017 17:16:00, 59.4,
48,00:47:00,06/07/2017 17:17:00, 59.5,
49,00:48:00,06/07/2017 17:18:00, 59.6,
50,00:49:00,06/07/2017 17:19:00, 59.6,
51,00:50:00,06/07/2017 17:20:00, 59.6,
52,00:51:00,06/07/2017 17:21:00, 59.6,
53,00:52:00,06/07/2017 17:22:00, 59.6,
54,00:53:00,06/07/2017 17:23:00, 59.6,
55,00:54:00,06/07/2017 17:24:00, 59.6,
56,00:55:00,06/07/2017 17:25:00, 59.6,
57,00:56:00,06/07/2017 17:26:00, 59.7,
58,00:57:00,06/07/2017 17:27:00, 59.7,
59,00:58:00,06/07/2017 17:28:00, 59.7,
60,00:59:00,06/07/2017 17:29:00, 59.7,
61,01:00:00,06/07/2017 17:30:00, 59.7,
62,01:01:00,06/07/2017 17:31:00, 59.8,
63,01:02:00,06/07/2017 17:32:00, 59.8,
64,01:03:00,06/07/2017 17:33:00, 59.8,
65,01:04:00,06/07/2017 17:34:00, 59.8,
66,01:05:00,06/07/2017 17:35:00, 59.7,
67,01:06:00,06/07/2017 17:36:00, 59.8,
68,01:07:00,06/07/2017 17:37:00, 59.8,
69,01:08:00,06/07/2017 17:38:00, 59.8,
70,01:09:00,06/07/2017 17:39:00, 59.8,
71,01:10:00,06/07/2017 17:40:00, 59.8,
72,01:11:00,06/07/2017 17:41:00, 59.8,
73,01:12:00,06/07/2017 17:42:00, 59.8,
74,01:13:00,06/07/2017 17:43:00, 59.8,
75,01:14:00,06/07/2017 17:44:00, 59.8,
76,01:15:00,06/07/2017 17:45:00, 59.8,
77,01:16:00,06/07/2017 17:46:00, 59.8,
78,01:17:00,06/07/2017 17:47:00, 59.8,
79,01:18:00,06/07/2017 17:48:00, 59.8,
80,01:19:00,06/07/2017 17:49:00, 59.8,
81,01:20:00,06/07/2017 17:50:00, 59.8,
82,01:21:00,06/07/2017 17:51:00, 59.8,
83,01:22:00,06/07/2017 17:52:00, 59.8,
84,01:23:00,06/07/2017 17:53:00, 59.8,
85,01:24:00,06/07/2017 17:54:00, 59.8,
86,01:25:00,06/07/2017 17:55:00, 59.8,
87,01:26:00,06/07/2017 17:56:00, 59.8,
88,01:27:00,06/07/2017 17:57:00, 59.8,
89,01:28:00,06/07/2017 17:58:00, 59.8,
90,01:29:00,06/07/2017 17:59:00, 59.8,
91,01:30:00,06/07/2017 18:00:00, 59.8,
92,01:31:00,06/07/2017 18:01:00, 59.8,
93,01:32:00,06/07/2017 18:02:00, 59.8,
94,01:33:00,06/07/2017 18:03:00, 59.8,
95,01:34:00,06/07/2017 18:04:00, 59.8,
96,01:35:00,06/07/2017 18:05:00, 59.8,
97,01:36:00,06/07/2017 18:06:00, 59.8,
98,01:37:00,06/07/2017 18:07:00, 59.8,
99,01:38:00,06/07/2017 18:08:00, 59.8,
100,01:39:00,06/07/2017 18:09:00, 59.8,
101,01:40:00,06/07/2017 18:10:00, 59.8,
102,01:41:00,06/07/2017 18:11:00, 59.8,
103,01:42:00,06/07/2017 18:12:00, 59.8,
104,01:43:00,06/07/2017 18:13:00, 59.8,
105,01:44:00,06/07/2017 18:14:00, 59.8,
106,01:45:00,06/07/2017 18:15:00, 59.8,
107,01:46:00,06/07/2017 18:16:00, 59.8,
108,01:47:00,06/07/2017 18:17:00, 59.8,
109,01:48:00,06/07/2017 18:18:00, 59.8,
110,01:49:00,06/07/2017 18:19:00, 59.8,
111,01:50:00,06/07/2017 18:20:00, 59.8,
112,01:51:00,06/07/2017 18:21:00, 59.8,
113,01:52:00,06/07/2017 18:22:00, 59.8,
114,01:53:00,06/07/2017 18:23:00, 59.8,
115,01:54:00,06/07/2017 18:24:00, 59.8,
116,01:55:00,06/07/2017 18:25:00, 59.8,
117,01:56:00,06/07/2017 18:26:00, 59.8,
118,01:57:00,06/07/2017 18:27:00, 59.8,
119,01:58:00,06/07/2017 18:28:00, 59.8,
120,01:59:00,06/07/2017 18:29:00, 59.8,
121,02:00:00,06/07/2017 18:30:00, 59.8,
122,02:01:00,06/07/2017 18:31:00, 59.8,
123,02:02:00,06/07/2017 18:32:00, 59.8,
124,02:03:00,06/07/2017 18:33:00, 59.8,
125,02:04:00,06/07/2017 18:34:00, 59.8,
126,02:05:00,06/07/2017 18:35:00, 59.8,
127,02:06:00,06/07/2017 18:36:00, 59.8,
128,02:07:00,06/07/2017 18:37:00, 59.8,
129,02:08:00,06/07/2017 18:38:00, 59.8,
130,02:09:00,06/07/2017 18:39:00, 59.8,
131,02:10:00,06/07/2017 18:40:00, 59.8,
132,02:11:00,06/07/2017 18:41:00, 59.8,
133,02:12:00,06/07/2017 18:42:00, 59.8,
134,02:13:00,06/07/2017 18:43:00, 59.8,
135,02:14:00,06/07/2017 18:44:00, 59.8,
136,02:15:00,06/07/2017 18:45:00, 59.8,
137,02:16:00,06/07/2017 18:46:00, 59.8,
138,02:17:00,06/07/2017 18:47:00, 59.8,
139,02:18:00,06/07/2017 18:48:00, 59.8,
140,02:19:00,06/07/2017 18:49:00, 59.8,
141,02:20:00,06/07/2017 18:50:00, 59.8,
142,02:21:00,06/07/2017 18:51:00, 59.8,
143,02:22:00,06/07/2017 18:52:00, 59.8,
144,02:23:00,06/07/2017 18:53:00, 59.8,
145,02:24:00,06/07/2017 18:54:00, 59.8,
146,02:25:00,06/07/2017 18:55:00, 59.8,
147,02:26:00,06/07/2017 18:56:00, 59.8,
148,02:27:00,06/07/2017 18:57:00, 59.8,
149,02:28:00,06/07/2017 18:58:00, 59.8,
150,02:29:00,06/07/2017 18:59:00, 59.8,
151,02:30:00,06/07/2017 19:00:00, 59.8,
152,02:31:00,06/07/2017 19:01:00, 59.8,
153,02:32:00,06/07/2017 19:02:00, 59.8,
154,02:33:00,06/07/2017 19:03:00, 59.8,
155,02:34:00,06/07/2017 19:04:00, 59.8,
156,02:35:00,06/07/2017 19:05:00, 59.8,
157,02:36:00,06/07/2017 19:06:00, 59.8,
158,02:37:00,06/07/2017 19:07:00, 59.8,
159,02:38:00,06/07/2017 19:08:00, 59.8,
